ASX listed companies as at Mon May 01 00:14:36 EST 2006

Company name,ASX code,GICS industry group
"CHINA WEST INTERNATIONAL HOLDINGS LIMITED",CWH,"Materials"
"CHIQUITA BRANDS SOUTH PACIFIC LIMITED",CHQ,"Food Beverage & Tobacco"
"CHOISEUL INVESTMENTS LIMITED",CHO,"Diversified Financials"
"CHONGHERR INVESTMENTS LTD",CDH,"Materials"
"CHROME CORPORATION LIMITED",CCI,"Materials"
"CI RESOURCES LIMITED",CII,"Diversified Financials"
"CIRCADIAN TECHNOLOGIES LIMITED",CIR,"Pharmaceuticals, Biotechnology & Life Sciences"
"CIRCLECOM LIMITED",CCO,"Telecommunication Services"
"CITADEL POOLED DEVELOPMENT LIMITED",CID,"Diversified Financials"
"CITIC AUSTRALIA TRADING LIMITED",CAL,"Capital Goods"
"CITIGOLD CORPORATION LIMITED",CTO,"Materials"
"CITIGROUP GLOBAL MARKETS AUSTRALIA FINANCIAL PRODUCTS LTD",SSB,"GICS Sector Code Not Applicable"
"CITROFRESH INTERNATIONAL LIMITED",CTF,"Materials"
"CITY PACIFIC LIMITED",CIY,"Diversified Financials"
"CITYVIEW CORPORATION LIMITED",CVI,"Energy"
"CLEAN SEAS TUNA LIMITED",CSS,"Food Beverage & Tobacco"
"CLIMAX MINING LIMITED",CMX,"Materials"
"CLIME CAPITAL LIMITED",CAM,"Diversified Financials"
"CLINICAL CELL CULTURE LIMITED",CCE,"Pharmaceuticals, Biotechnology & Life Sciences"
"CLINUVEL PHARMACEUTICALS LIMITED",CUV,"Pharmaceuticals, Biotechnology & Life Sciences"
"CLIVE PEETERS LIMITED",CPR,"Retailing"
"CLOUGH LIMITED",CLO,"Capital Goods"
"CLOVER CORPORATION LIMITED",CLV,"Health Care Equipment & Services"
"CLUFF RESOURCES PACIFIC NL",CFR,"Materials"
"CMA CORPORATION LIMITED",CMV,"Capital Goods"
"CMI LIMITED.",CMI,"Capital Goods"
"CO2 GROUP LIMITED",COZ,"Commercial Services & Supplies"
"COAL & ALLIED INDUSTRIES LIMITED",CNA,"Energy"
"COATES HIRE LIMITED",COA,"Capital Goods"
"COCA-COLA AMATIL LIMITED",CCL,"Food Beverage & Tobacco"
"COCA-COLA HELLENIC BOTTLING COMPANY S.A.",CHB,"Food Beverage & Tobacco"
"COCHLEAR LIMITED",COH,"Health Care Equipment & Services"
"COCKATOO COAL LIMITED",COK,"Energy"
"COCKATOO RIDGE WINES LIMITED",CKR,"Food Beverage & Tobacco"
"CODAN LIMITED",CDA,"Technology Hardware & Equipment"
"COFFEY INTERNATIONAL LIMITED",COF,"Commercial Services & Supplies"
"COGSTATE LTD",CGS,"Pharmaceuticals, Biotechnology & Life Sciences"
"COLES MYER LTD.",CML,"Food & Staples Retailing"
"COLLECTION HOUSE LIMITED",CLH,"Commercial Services & Supplies"
"COLLTECH AUSTRALIA LIMITED",CAU,"Pharmaceuticals, Biotechnology & Life Sciences"
"COLONIAL FIRST STATE PRIVATE CAPITAL LIMITED",CFI,"Diversified Financials"
"COLORADO GROUP LIMITED",CDO,"Retailing"
"COLORPAK LIMITED",CKL,"Materials"
"COMDEK LIMITED",FDS,"Classification Pending"
"COMDEK LIMITED.",CDS,"Technology Hardware & Equipment"
"COMET RESOURCES LIMITED",CRL,"Materials"
"COMET RIDGE LIMITED",COI,"Energy"
"COMMANDER COMMUNICATIONS LIMITED",CDR,"Technology Hardware & Equipment"
"COMMODITEL LIMITED",CMO,"Software & Services"
"COMMONWEALTH BANK OF AUSTRALIA.",CBA,"Banks"
"COMMONWEALTH DIVERSIFIED SHARE FUND",CDF,"Diversified Financials"
"COMMONWEALTH PROPERTY OFFICE FUND",CPA,"Real Estate"
"COMMSECURE LIMITED",CMS,"Software & Services"
"COMMUNITY LIFE LIMITED",CLF,"Real Estate"
"COMOPS LIMITED",COM,"Software & Services"
"COMPAGNIE DE FINANCEMENT FONCIER",CFF,"Classification Pending"
"COMPASS RESOURCES NL",CMR,"Materials"
"COMPUMEDICS LIMITED",CMP,"Health Care Equipment & Services"
"COMPUTERSHARE LIMITED.",CPU,"Software & Services"
"COMPUTRONICS HOLDINGS LIMITED",CPS,"Capital Goods"
"CONCEPT HIRE LIMITED",CSH,"Capital Goods"
"CONCEPT SPORTS LIMITED",CCS,"Retailing"
"CONNECTEAST GROUP",CEU,"Transportation"
"CONNXION LIMITED",CXN,"Commercial Services & Supplies"
"CONQUEST MINING LIMITED",CQT,"Materials"
"CONSOLIDATED GLOBAL INVESTMENTS LIMITED",CGI,"Telecommunication Services"
"CONSOLIDATED MINERALS LIMITED",CSM,"Materials"
"CONSOLIDATED RUTILE LIMITED",CRT,"Materials"
"CONSTELLATION BRANDS, INC",CBR,"Food Beverage & Tobacco"
"CONTACT RESOURCES LTD",CTS,"Materials"
"CONTANGO MICROCAP LIMITED",CTN,"Diversified Financials"
"CONTINENTAL GOLDFIELDS LIMITED",CNF,"Materials"
"COOL OR COSY LIMITED",COS,"Capital Goods"
"COONAWARRA AUSTRALIA PROPERTY TRUST",CNR,"Real Estate"
"COOPER ENERGY LIMITED",COE,"Energy"
"COPPER STRIKE LIMITED",CSE,"Materials"
"COPPERCO LIMITED",CUO,"Materials"
"CORPORATE EXPRESS AUSTRALIA LIMITED",CXP,"Commercial Services & Supplies"
"CORTONA RESOURCES LIMITED",CRC,"Materials"
"COSMOS LIMITED",COO,"Software & Services"
"COUGAR METALS NL",CGM,"Materials"
"COUNT FINANCIAL LIMITED",COU,"Diversified Financials"
"COUNTRY ROAD LIMITED",CTY,"Retailing"
"COVENTRY GROUP LIMITED",CYG,"Automobile & Components"
"CP1 LIMITED",CPK,"Real Estate"
"CPI GROUP LIMITED",CPI,"Materials"
"CPT GLOBAL LIMITED",CGO,"Software & Services"
"CRANE GROUP LIMITED",CRG,"Capital Goods"
"CREDIT CORP GROUP LIMITED",CCP,"Commercial Services & Supplies"
"CRESCENT GOLD LIMITED",CRE,"Materials"
"CROESUS MINING NL",CRS,"Materials"
"CROMWELL CORPORATION LIMITED",CMW,"Diversified Financials"
"CRUSADE GLOBAL TRUST NO.1 OF 2006",CTJ,"GICS Sector Code Not Applicable"
"CRUSADE TRUST SERIES A",CTV,"GICS Sector Code Not Applicable"
"CRUSADER HOLDINGS NL",CAS,"Materials"
"CRYOSITE LIMITED",CTE,"Pharmaceuticals, Biotechnology & Life Sciences"
"CSL LIMITED",CSL,"Pharmaceuticals, Biotechnology & Life Sciences"
"CSR LIMITED",CSR,"Capital Goods"
"CTI LOGISTICS LIMITED",CLX,"Transportation"
"CUE ENERGY RESOURCES LIMITED",CUE,"Energy"
"CULLEN RESOURCES LIMITED",CUL,"Materials"
"CUMMINSCORP LIMITED",CMN,"Commercial Services & Supplies"
"CUMNOCK COAL LIMITED",CMK,"Energy"
"CURNAMONA ENERGY LIMITED",CUY,"Energy"
"CUSTOMERS LIMITED",CUS,"Software & Services"
"CVC LIMITED",CVC,"Diversified Financials"
"CYGENICS LIMITED",CYN,"Pharmaceuticals, Biotechnology & Life Sciences"
"CYPRESS LAKES GROUP LIMITED",CLK,"Consumer Services"
"CYTOPIA LIMITED",CYT,"Pharmaceuticals, Biotechnology & Life Sciences"
"D'AGUILAR GOLD LIMITED",DGR,"Materials"
"DANAE RESOURCES NL",DNS,"Materials"
"DANKS HOLDINGS LIMITED",DKS,"Retailing"
"DARK BLUE SEA LIMITED",DBS,"Software & Services"
"DATA#3 LIMITED",DTL,"Software & Services"
"DATADOT TECHNOLOGY LIMITED",DDT,"Automobile & Components"
"DAVID JONES LIMITED",DJS,"Retailing"
"DB RREEF RENTS TRUST",DRR,"Diversified Financials"
"DB RREEF TRUST",DRT,"Real Estate"
"DCA FUNDING TRUST",DCF,"Health Care Equipment & Services"
"DCA GROUP LIMITED",DVC,"Health Care Equipment & Services"
"DCS TECHNOLOGIES LIMITED",DCS,"Technology Hardware & Equipment"
"DE GREY MINING LIMITED",DEG,"Materials"
"DEEP SEA FISHERIES LIMITED",DSF,"Food Beverage & Tobacco"
"DEEP YELLOW LIMITED",DYL,"Materials"
"DENX LIMITED",DNX,"Health Care Equipment & Services"
"DEPFA DEUTSCHE PFANDBRIEF BANK AG",DPF,"GICS Sector Code Not Applicable"
"DESANE GROUP HOLDINGS LIMITED",DGH,"Real Estate"
"DESTRA CORPORATION LIMITED",DES,"Software & Services"
"DEUTSCHE BANK AG",DBA,"GICS Sector Code Not Applicable"
"DEUTSCHE DIVERSIFIED TRUST",DDF,"Real Estate"
"DEUTSCHE INDUSTRIAL TRUST",DIT,"Real Estate"
"DEUTSCHE OFFICE TRUST",DOT,"Real Estate"
"DEUTSCHE POSTBANK AG",DSL,"GICS Sector Code Not Applicable"
"DEUTSCHE RETAIL INFRASTRUCTURE TRUST",DRI,"Real Estate"
"DEVINE LIMITED",DVN,"Consumer Durables & Apparel"
"DEXIA MUNICIPAL AGENCY",DXA,"GICS Sector Code Not Applicable"
"DEXION LIMITED",DEX,"Capital Goods"
"DIA-B TECH LIMITED",DIA,"Pharmaceuticals, Biotechnology & Life Sciences"
"DIAMOND ROSE NL",DRN,"Materials"
"DIAMONEX LIMITED",DON,"Materials"
"DIATREME RESOURCES LIMITED",DRX,"Materials"
"DIDASKO LIMITED",DID,"Software & Services"
"DIGITAL AND VOICE MEDIA LIMITED",DVM,"Media"
"DIORO EXPLORATION NL",DIO,"Materials"
"DISCOVERY NICKEL LIMITED",DNL,"Materials"
"DIVERSIFIED UNITED INVESTMENT LIMITED",DUI,"Diversified Financials"
"DIVERSIFIED UTILITY AND ENERGY TRUSTS",DUE,"Utilities"
"DJERRIWARRH INVESTMENTS LIMITED",DJW,"Diversified Financials"
"DKN FINANCIAL GROUP LIMITED",DKN,"Diversified Financials"
"DOLOMATRIX INTERNATIONAL LIMITED",DMX,"Commercial Services & Supplies"
"DOMINION MINING LIMITED",DOM,"Materials"
"DOMINO'S PIZZA AUSTRALIA NEW ZEALAND LIMITED",DMP,"Consumer Services"
"DOWNER EDI LIMITED",DOW,"Commercial Services & Supplies"
"DRAGON MINING NL",DRA,"Materials"
"DRAKE RESOURCES LIMITED",DRK,"Materials"
"DRDGOLD LIMITED",DRD,"Materials"
"DRILLSEARCH ENERGY LIMITED",DLS,"Energy"
"DROMANA ESTATE LIMITED",DMY,"Food Beverage & Tobacco"
"DULHUNTY POWER LIMITED",DUL,"Diversified Financials"
"DWYKA DIAMONDS LIMITED",DWY,"Materials"
"DYESOL LIMITED",DYE,"Capital Goods"
"DYNASTY METALS AUSTRALIA LIMITED",DMA,"Materials"
"DYNO NOBEL LIMITED",DXL,"Materials"
"E-COM MULTI LIMITED",ECE,"Software & Services"
"E-PAY ASIA LIMITED",EPY,"Software & Services"
"EAGLE BAY RESOURCES NL",EBR,"Energy"
"EAST COAST MINERALS NL",ECM,"Materials"
"EASTERN CORPORATION LIMITED",ECU,"Materials"
"EASTERN STAR GAS LIMITED",ESG,"Energy"
"EASTLAND MEDICAL SYSTEMS LTD",EMS,"Health Care Equipment & Services"
"EASYCALL INTERNATIONAL LIMITED",EZY,"Consumer Services"
"EBET LIMITED",EBT,"Consumer Services"
"EC-ASIA INTERNATIONAL LIMITED",ECI,"Semiconductors & Semiconductor Equipment"
"ECHELON RESOURCES LIMITED",ECH,"Materials"
"ECHO RESOURCES LIMITED",EAR,"Classification Pending"
"ECSI LIMITED",ECS,"Commercial Services & Supplies"
"EDEN ENERGY LIMITED",EDE,"Classification Pending"
"EFTEL LIMITED",EFT,"Telecommunication Services"
"EIFFEL TECHNOLOGIES LIMITED",EIF,"Pharmaceuticals, Biotechnology & Life Sciences"
"EKSPORTFINANS ASA",EKS,"GICS Sector Code Not Applicable"
"ELDORE MINING CORPORATION LIMITED",EDM,"Materials"
"ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED",EOS,"Capital Goods"
"ELECTROMETALS TECHNOLOGIES LIMITED",EMM,"Capital Goods"
"ELEMENTAL MINERALS LIMITED",ELM,"Materials"
"ELIXIR PETROLEUM LIMITED",EXR,"Energy"
"ELK PETROLEUM LIMITED",ELK,"Energy"
"ELKEDRA DIAMONDS NL",EDN,"Materials"
"ELLENDALE RESOURCES NL",ELL,"Materials"
"ELLEX MEDICAL LASERS LIMITED",ELX,"Health Care Equipment & Services"
"EMBELTON LIMITED",EMB,"Capital Goods"
"EMECO LIMITED",EMC,"GICS Sector Code Not Applicable"
"EMERGING LEADERS INVESTMENTS LIMITED",ELI,"Diversified Financials"
"EMITCH LIMITED",EMI,"Media"
"EMPEROR MINES LIMITED",EMP,"Materials"
"EMPIRE OIL & GAS NL",EGO,"Energy"
"ENCOUNTER RESOURCES LIMITED",ENR,"Energy"
"ENEABBA GAS LIMITED",ENB,"Utilities"
"ENERGY DEVELOPMENTS LIMITED",ENE,"Utilities"
"ENERGY INVESTMENTS LIMITED",EIV,"Diversified Financials"
"ENERGY METALS LTD",EME,"Energy"
"ENERGY RESOURCES OF AUSTRALIA LIMITED",ERA,"Materials"
"ENERGY VENTURES LTD",EVE,"Diversified Financials"
"ENERGY WORLD CORPORATION LTD",EWC,"Utilities"
"ENGIN LIMITED",ENG,"Telecommunication Services"
"ENTEK ENERGY LTD",ETE,"Energy"
"ENTERPRISE ENERGY NL",EPE,"Energy"
"ENTERTAINMENT MEDIA & TELECOMS CORPORATION LIMITED",ETC,"Telecommunication Services"
"ENVESTRA LIMITED",ENV,"Utilities"
"ENVIROGOLD LIMITED",EVG,"Materials"
"ENVIROMISSION LIMITED",EVM,"Utilities"
"ENVIRONMENTAL GROUP LIMITED (THE)",EGL,"Capital Goods"
"ENVIRONMENTAL SOLUTIONS INTERNATIONAL LIMITED",ESI,"Commercial Services & Supplies"
"ENVIROZEL LIMITED",EVZ,"Commercial Services & Supplies"
"EQITX LIMITED",EQX,"Pharmaceuticals, Biotechnology & Life Sciences"
"EQUATORIAL MINING LIMITED",EQM,"Materials"
"EQUIGOLD NL",EQI,"Materials"
"EQUINOX MINERALS LIMITED",EQN,"Materials"
"EQUITY TRUSTEES LIMITED",EQT,"Diversified Financials"
"ERAWAN COMPANY LIMITED",EWN,"Capital Goods"
"ERG LIMITED",ERG,"Technology Hardware & Equipment"
"EROMANGA HYDROCARBONS NL",ERH,"Energy"
"ESERVGLOBAL LIMITED",ESV,"Software & Services"
"ESPERANCE MINERALS NL",ESM,"Energy"
"ESPLANADE PROPERTY FUND",EPF,"Real Estate"
"ESPREON LIMITED",EON,"Commercial Services & Supplies"
"ESSA AUSTRALIA LIMITED",ESS,"Capital Goods"
"ESSENTIAL PETROLEUM RESOURCES LIMITED",EPR,"Energy"
"ETICK LIMITED",ETK,"Software & Services"
"ETRADE AUSTRALIA LIMITED",ETR,"Diversified Financials"
"ETT LIMITED",ETT,"Technology Hardware & Equipment"
"EUMUNDI GROUP LIMITED",EBG,"Consumer Services"
"EUREKA MINES LIMITED",EKA,"Materials"
"EUROGOLD LIMITED",EUG,"Materials"
"EUROPEAN GAS LIMITED",EPG,"Energy"
"EUROPEAN INVESTORS GLOBAL PROPERTY TRUST",EIG,"Diversified Financials"
"EUROZ LIMITED",EZL,"Diversified Financials"
"EVANS & TATE LIMITED",ETW,"Food Beverage & Tobacco"
"EVEREST BABCOCK & BROWN ALTERNATIVE INV GROUP",EBB,"Diversified Financials"
"EVOGENIX LIMITED",EGX,"Pharmaceuticals, Biotechnology & Life Sciences"
"EXCALIBUR MINING CORPORATION LIMITED",EXM,"Materials"
"EXCEL COAL LIMITED",EXL,"Energy"
"EXCO RESOURCES NL",EXS,"Materials"
"EXTRACT RESOURCES LTD",EXT,"Materials"
"EZENET LIMITED",EZE,"Software & Services"
"FAIRFAX (JOHN) HOLDINGS LIMITED",FXJ,"Media"
"FALCON MINERALS LIMITED",FCN,"Materials"
"FALL RIVER RESOURCES LTD",FRV,"Energy"
"FANTASTIC HOLDINGS LIMITED",FAN,"Retailing"
"FARM PRIDE FOODS LIMITED",FRM,"Food Beverage & Tobacco"
"FAT PROPHETS AUSTRALIA FUND LIMITED",FAT,"Diversified Financials"
"FELIX RESOURCES LIMITED",FLX,"Energy"
"FERRAUS LIMITED",FRS,"Materials"
"FFI HOLDINGS LIMITED",FFI,"Food Beverage & Tobacco"
"FIDUCIAN PORTFOLIO SERVICES LIMITED",FPS,"Diversified Financials"
"FINANCIAL RESOURCES LIMITED",FRL,"Diversified Financials"
"FINBAR INTERNATIONAL LIMITED",FRI,"Real Estate"
"FIRST AUSTRALIAN RESOURCES LIMITED",FAR,"Energy"
"FIRST OPPORTUNITY FUND LIMITED",FOF,"GICS Sector Code Not Applicable"
"FIRSTMAC BOND SERIES 2-2005 TRUST",FMB,"GICS Sector Code Not Applicable"
"FIRSTMAC BOND SERIES 3-2005 TRUST",FMM,"GICS Sector Code Not Applicable"
"FISHER & PAYKEL APPLIANCES HOLDINGS LIMITED",FPA,"Consumer Durables & Apparel"
"FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED",FPH,"Health Care Equipment & Services"
"FKP PROPERTY GROUP",FKP,"Real Estate"
"FLEETWOOD CORPORATION LIMITED",FWD,"Automobile & Components"
"FLETCHER BUILDING LIMITED",FBU,"Materials"
"FLIGHT CENTRE LIMITED",FLT,"Consumer Services"
"FLINDERS DIAMONDS LIMITED",FDL,"Materials"
"FLOWCOM LIMITED",FLO,"Telecommunication Services"
"FOCUS MINERALS LTD",FML,"Materials"
"FOLKESTONE LIMITED",FLK,"Real Estate"
"FONE ZONE GROUP LIMITED",FZN,"Retailing"
"FOREST ENTERPRISES AUSTRALIA LIMITED",FEA,"Materials"
"FOREST PLACE GROUP LIMITED",FPG,"Real Estate"
"FORTESCUE METALS GROUP LTD",FMG,"Materials"
"FOSTER'S GROUP LIMITED",FGL,"Food Beverage & Tobacco"
"FOX RESOURCES LIMITED",FXR,"Materials"
"FREIGHT LINKS EXPRESS HOLDINGS (AUSTRALIA) LIMITED",FLE,"Real Estate"
"FRESHTEL HOLDINGS LIMITED",FRE,"Telecommunication Services"
"FRIGRITE LIMITED",FRR,"Capital Goods"
"FSA GROUP LIMITED",FSA,"Diversified Financials"
"FUNTASTIC LIMITED",FUN,"Consumer Durables & Apparel"
"FUTURE CORPORATION AUSTRALIA LIMITED",FUT,"Telecommunication Services"
"FUTURIS CORPORATION LIMITED",FCL,"Food Beverage & Tobacco"
"G RETAIL LIMITED",GBR,"Retailing"
"G.U.D. HOLDINGS LIMITED",GUD,"Consumer Durables & Apparel"
"GALE PACIFIC LIMITED",GAP,"Consumer Durables & Apparel"
"GALILEO SHOPPING AMERICA TRUST",GSA,"Real Estate"
"GARRATT'S LIMITED",GRT,"Capital Goods"
"GAS2GRID LIMITED",GGX,"Energy"
"GASNET AUSTRALIA GROUP",GAS,"Utilities"
"GATEWAY MINING NL",GML,"Materials"
"GAZAL CORPORATION LIMITED",GZL,"Consumer Durables & Apparel"
"GBST HOLDINGS LIMITED",GBT,"Software & Services"
"GE CAPITAL AUSTRALIA FUNDING PTY LIMITED",GEA,"GICS Sector Code Not Applicable"
"GEC ASIAN VALUE FUND",GCA,"GICS Sector Code Not Applicable"
"GEC AUSTRALIAN HEALTHCARE FUND",GCH,"GICS Sector Code Not Applicable"
"GEC GLOBAL FUND",GGU,"GICS Sector Code Not Applicable"
"GEMSTAR DIAMONDS LIMITED",GEM,"Classification Pending"
"GENEPHARM AUSTRALASIA LIMITED",GAA,"Pharmaceuticals, Biotechnology & Life Sciences"
"GENERAL PUBLISHERS LIMITED",GEP,"Media"
"GENERATOR AUSTRALIA #1 TRUST",GNA,"GICS Sector Code Not Applicable"
"GENERATOR INCOME TRUST.",GIN,"GICS Sector Code Not Applicable"
"GENESIS BIOMEDICAL LIMITED",GBL,"Pharmaceuticals, Biotechnology & Life Sciences"
"GENESIS RESEARCH AND DEVELOPMENT CORPORATION LIMITED",GEN,"Pharmaceuticals, Biotechnology & Life Sciences"
"GENETIC TECHNOLOGIES LIMITED",GTG,"Pharmaceuticals, Biotechnology & Life Sciences"
"GEODYNAMICS LIMITED",GDY,"Utilities"
"GEOPACIFIC RESOURCES NL",GPR,"Classification Pending"
"GEOTHERMAL RESOURCES LIMITED",GHT,"Utilities"
"GIACONDA LIMITED",GIA,"Pharmaceuticals, Biotechnology & Life Sciences"
"GIANTS REEF MINING LIMITED",GTM,"Materials"
"GINDALBIE METALS LTD",GBG,"Materials"
"GIPPSLAND LIMITED",GIP,"Materials"
"GIPPSLAND OFFSHORE PETROLEUM LIMITED",GOP,"Energy"
"GIRALIA RESOURCES NL",GIR,"Materials"
"GLADIATOR RESOURCES LTD",GLA,"Classification Pending"
"GLENEAGLE GOLD LIMITED",GLN,"Materials"
"GLENGARRY RESOURCES LIMITED",GGY,"Materials"
"GLG CORP LTD",GLE,"Consumer Durables & Apparel"
"GLOBAL APPROACH LIMITED",GLO,"Software & Services"
"GLOBAL MASTERS FUND LIMITED",GFL,"Classification Pending"
"GLOBAL MINING INVESTMENTS LIMITED",GMI,"Diversified Financials"
"GLOBAL PETROLEUM LIMITED",GBP,"Energy"
"GLOBAL PROPERTIES LIMITED",GPB,"Classification Pending"
"GLOBAL SEAFOOD AUSTRALIA LIMITED",GSF,"Food Beverage & Tobacco"
"GLOBAL TELEVISION LIMITED",GTV,"Media"
"GLOBAL WINE VENTURES LTD",GWV,"Food Beverage & Tobacco"
"GLOBE INTERNATIONAL LIMITED",GLB,"Consumer Durables & Apparel"
"GLOBE SECURITIES LIMITED",GTI,"Materials"
"GLOBE URANIUM LIMITED",GBE,"Energy"
"GLOUCESTER COAL LTD",GCL,"Energy"
"GME RESOURCES LIMITED",GME,"Materials"
"GOCONNECT LIMITED",GCN,"Software & Services"
"GOLD AURA LIMITED",GOA,"Materials"
"GOLD BULLION SECURITIES LIMITED",GOL,"Materials"
"GOLDEN CROSS RESOURCES LTD",GCR,"Materials"
"GOLDEN DEEPS LIMITED.",GED,"Materials"
"GOLDEN GATE PETROLEUM LTD",GGP,"Energy"
"GOLDEN STATE RESOURCES LIMITED",GDN,"Materials"
"GOLDEN TIGER MINING NL",GTX,"Materials"
"GOLDEN WEST RESOURCES LIMITED",GWR,"Materials"
"GOLDLINK GROWTHPLUS LIMITED",GLC,"Diversified Financials"
"GOLDLINK INCOMEPLUS LIMITED",GLI,"Diversified Financials"
"GOLDSEARCH LIMITED",GSE,"Materials"
"GOLDSTAR RESOURCES NL",GDR,"Materials"
"GOLDSTREAM MINING NL",GDM,"Materials"
"GONDWANA RESOURCES LIMITED",GDA,"Materials"
"GOODMAN FIELDER LIMITED.",GFF,"Food Beverage & Tobacco"
"GOWING BROS LIMITED",GOW,"Diversified Financials"
"GPS ONLINE LIMITED",GPO,"Telecommunication Services"
"GPT GROUP",GPT,"Real Estate"
"GRAINCORP LIMITED",GNC,"Food Beverage & Tobacco"
"GRAND HOTEL GROUP",GHG,"Real Estate"
"GRANDBRIDGE LIMITED",GBA,"Diversified Financials"
"GRANGE RESOURCES LIMITED.",GRR,"Materials"
"GRANITE THREE PILLARS LIMITED",GNP,"Classification Pending"
"GRAVITY DIAMONDS LIMITED",GRN,"Materials"
"GRAYNIC METALS LIMITED",GYN,"Materials"
"GRD LIMITED",GRD,"Materials"
"GREAT ARTESIAN OIL & GAS LIMITED",GOG,"Energy"
"GREAT AUSTRALIAN RESOURCES LIMITED",GAU,"Materials"
"GREAT GOLD MINES NL",GNL,"Materials"
"GREAT PACIFIC CAPITAL LIMITED",GRP,"Diversified Financials"
"GREAT SOUTHERN PLANTATIONS LIMITED",GTP,"Materials"
"GREAT WESTERN EXPLORATION LIMITED",GWE,"Materials"
"GREATER PACIFIC GOLD LIMITED",GPN,"Materials"
"GREEN PACIFIC ENERGY LIMITED",GPE,"Utilities"
"GREEN ROCK ENERGY LIMITED",GRK,"Materials"
"GREEN X GLOBAL LIMITED",GXG,"Retailing"
"GREEN'S FOODS LIMITED",GFD,"Food Beverage & Tobacco"
"GREENVALE MINING NL",GRV,"Energy"
"GREGORY AUSTRALIA LIMITED",GIL,"Commercial Services & Supplies"
"GROPEP LIMITED",GRO,"Pharmaceuticals, Biotechnology & Life Sciences"
"GRYPHON MINERALS LIMITED",GRY,"Materials"
"GUINNESS PEAT GROUP PLC.",GPG,"Diversified Financials"
"GULFX LTD",GLX,"Commercial Services & Supplies"
"GULLEWA LIMITED",GUL,"Materials"
"GULLIVERS TRAVEL GROUP LIMITED",GLS,"Consumer Services"
"GUNNS LIMITED",GNS,"Materials"
"GUNSON RESOURCES LIMITED",GUN,"Materials"
"GVM METALS LIMITED",GVM,"Materials"
"GWA INTERNATIONAL LIMITED",GWT,"Capital Goods"
"HADDINGTON RESOURCES LIMITED",HDN,"Materials"
"HAILIAN INTERNATIONAL LIMITED",HLI,"Software & Services"
"HALCYON GROUP LTD",HCY,"Materials"
"HALCYON SECURITIES LIMITED",HLC,"GICS Sector Code Not Applicable"
"HAMILTON JAMES & BRUCE GROUP LIMITED",HJB,"Commercial Services & Supplies"
"HAMPTON HILL MINING NL",HHM,"Materials"
"HANNANS REWARD LIMITED",HNR,"Materials"
"HANSEN TECHNOLOGIES LIMITED",HSN,"Software & Services"
"HANSON PLC.",HAN,"Materials"
"HAOMA MINING NL",HAO,"Materials"
"HARDMAN RESOURCES LIMITED",HDR,"Energy"
"HARRINGTON GROUP LIMITED",HGR,"Capital Goods"
"HARVEST LIVING LIMITED",HLE,"Media"
"HARVESTROAD LIMITED",HRD,"Software & Services"
"HARVEY NORMAN HOLDINGS LIMITED",HVN,"Retailing"
"HASTIE GROUP LIMITED",HST,"Capital Goods"
"HASTINGS DIVERSIFIED UTILITIES FUND",HDF,"Utilities"
"HASTINGS HIGH YIELD FUND",HHY,"Diversified Financials"
"HAVILAH RESOURCES NL",HAV,"Materials"
"HBOS TREASURY SERVICES PLC",HBO,"GICS Sector Code Not Applicable"
"HEALTHLINX LIMITED",HTX,"Pharmaceuticals, Biotechnology & Life Sciences"
"HEALTHSCOPE LIMITED",HSP,"Health Care Equipment & Services"
"HEARTWARE LIMITED",HTW,"Health Care Equipment & Services"
"HEEMSKIRK CONSOLIDATED LIMITED",HSK,"Materials"
"HELIX RESOURCES LIMITED",HLX,"Materials"
"HENDERSON GROUP PLC",HGI,"Diversified Financials"
"HENRY WALKER ELTIN GROUP LIMITED",HWE,"Capital Goods"
"HERALD RESOURCES LIMITED",HER,"Materials"
"HERITAGE GOLD NZ LIMITED",HTM,"Materials"
"HERON RESOURCES LIMITED",HRR,"Materials"
"HFA ACCELERATOR PLUS LIMITED",HAP,"Diversified Financials"
"HFA HOLDINGS LIMITED",HFA,"Classification Pending"
"HGL LIMITED",HNG,"Capital Goods"
"HIGHLANDS PACIFIC LIMITED",HIG,"Materials"
"HILL END GOLD LIMITED",HEG,"Materials"
"HILLCREST LITIGATION SERVICES LIMITED.",HLS,"Diversified Financials"
"HILLGROVE RESOURCES LIMITED",HGO,"Materials"
"HILLS INDUSTRIES LIMITED",HIL,"Capital Goods"
"HINDMARSH RESOURCES LIMITED",HMR,"Energy"
"HIRE INTELLIGENCE INTERNATIONAL LIMITED",HII,"Commercial Services & Supplies"
"HITEC ENERGY LIMITED",HTE,"Materials"
"HITECH GROUP AUSTRALIA LIMITED",HIT,"Commercial Services & Supplies"
"HLT LIMITED",HLT,"Technology Hardware & Equipment"
"HODGES RESOURCES LIMITED",HDG,"Materials"
"HOME BUILDING SOCIETY LIMITED",HME,"Banks"
"HOMELEISURE LIMITED",HLD,"Consumer Durables & Apparel"
"HOMELOANS LIMITED",HOM,"Banks"
"HORIZON GLOBAL LIMITED",HZG,"Software & Services"
"HORIZON OIL LIMITED",HZN,"Energy"
"HOSTWORKS GROUP LIMITED",HWG,"Software & Services"
"HOUSEWARES INTERNATIONAL LIMITED",HWI,"Retailing"
